门槛变量,门槛估计值,门槛原值_元每人,95%CI下限,95%CI上限,SupF,Bootstrap_p值,Bootstrap次数,LR临界值
ln(人均GDP),11.069306674229184,64170.999999999956,11.04351366056162,11.247813428833517,47.64610424062041,0.002,499,7.35
