variable,coef,cluster_se,t,p,ci_low,ci_high,significance,n,rank,province_clusters,inference_df,r_squared,adjusted_r_squared
ln_cum_tfp,0.4460320940748632,0.1939682859615108,2.2995104166841456,0.02861265828663082,0.04989600625970764,0.8421681818900189,**,155,38,31,30,0.9570107385654119,0.9434158439237045
