province,province_id,year,y_clean,ln_y_clean,cum_tfp,ln_cum_tfp,urban_rate,pop_density,ln_pop_density,primary_share,machinery,fertilizer,plastic_film,diesel,pesticide,output_nominal
辽宁,27,2017,0.41935210260807004,-0.8690443715948813,0.8888948228997132,-0.11777635991648888,0.694805194805195,289.979825151311,5.669811352116768,8.77,2215.1,145.5,12.4791,69.3,5.7474,3851.6
辽宁,27,2018,0.4390927489765914,-0.8230446149268286,0.950705096224244,-0.05055136313478673,0.7026334187835,288.567585743107,5.664929324519461,8.59,2243.7,145.0,11.7976,62.4,5.507,4061.9
辽宁,27,2019,0.4360755254714052,-0.8299398270763021,1.0319775283081525,0.03147689192709344,0.712181435585691,287.626092804304,5.661661347754845,8.7,2353.9,139.9,11.3505,59.9,5.1074,4368.2
辽宁,27,2020,0.4644833192645131,-0.7668296325366537,1.0858199400276969,0.08233540668575644,0.721421034945447,286.179556153329,5.656619432542062,9.1,2471.3,137.6,11.4381,59.2,4.4722,4582.6
重庆,28,2016,0.3879656289330884,-0.9468385285067653,1.0,0.0,0.633348981980476,377.422330097087,5.9333647994328516,6.9,1318.7,96.2,4.5265,21.6,1.7604,1968.3
重庆,28,2017,0.4205376142151109,-0.8662213524041081,0.9533342853186675,-0.04778966525083221,0.649951805465865,381.493932038835,5.9440949450641645,6.4,1352.6,95.5,4.5479,21.7,1.7467,1902.5
重庆,28,2018,0.4526495695604168,-0.7926370299936113,1.0000235480796582,2.3547802406533514e-05,0.666050190633358,383.876213592233,5.950320140181539,6.4,1428.1,93.2,4.4625,21.4,1.7191,2052.4
重庆,28,2019,0.49989413107246394,-0.6933589408346419,1.1332127707130237,0.12505675851275588,0.682352313792411,386.873786407767,5.958098506523483,6.6,1464.7,91.1,4.2559,21.2,1.6542,2337.8
重庆,28,2020,0.43150346398724504,-0.8404797407104713,1.315775500385676,0.2744262259384845,0.69465332464918,389.430825242718,5.964686250674889,7.2,1498.0,89.8,4.1694,21.3,1.6205,2749.1
陕西,29,2016,0.3998592024677601,-0.9166427876691244,1.0,0.0,0.564016520392359,188.424124513619,5.238695403379978,8.73,2171.9,233.1,4.3717,92.8,1.319,2985.8
陕西,29,2017,0.41331500553344863,-0.8835452514856094,1.0219305308452393,0.021693515738551293,0.580686475409836,189.88326848249,5.2464095069460175,7.95,2242.5,232.1,4.3954,93.4,1.3335,3077.6
陕西,29,2018,0.4270851808746139,-0.8507717988225699,1.082189184047717,0.07898601176490758,0.596540320529127,191.196498054475,5.253301684834898,7.64,2311.8,229.6,4.4147,92.6,1.255,3240.0
陕西,29,2019,0.4350035120781514,-0.8324011741831686,1.1792129883433602,0.16484725693040322,0.612829614604463,191.828793774319,5.256603275135562,7.7,2331.5,202.5,4.478,93.8,1.224,3536.8
陕西,29,2020,0.4662298547202569,-0.7630765159918641,1.33723045801531,0.2906006527612618,0.626648359289856,192.34873540856,5.259310054747579,8.7,2388.0,201.9,4.4724,93.4,1.1951,4056.6
青海,30,2016,0.13229226986391612,-2.02274163841243,1.0,0.0,0.536193029490617,8.05593243804513,2.0864087688425053,9.8,458.6,8.8,0.7944,6.4,0.1939,338.8
青海,30,2017,0.20388625671508268,-1.5901930057572997,1.081620042999062,0.07845995701417816,0.554144145680233,8.11975633393327,2.0943001455870367,9.7,462.4,8.7,0.8416,6.4,0.1875,364.1
青海,30,2018,0.24095145685873925,-1.4231597896026433,1.264410934043045,0.23460634893585877,0.572090172308111,8.13124740412571,2.0957143440319816,9.8,472.1,8.3,0.7556,6.4,0.1784,405.9
青海,30,2019,0.30671135624784,-1.1818481813291628,1.725414536029362,0.545467332354981,0.58769731048032,8.17444275231898,2.1010125496060406,10.3,484.2,6.2,0.778,6.6,0.1398,454.4
青海,30,2020,0.3190670555632443,-1.1423539927599673,2.0921881142469214,0.7382104629281734,0.600448725518312,8.20697771009276,2.1049847326810207,11.2,491.4,5.5,0.7378,6.5,0.1233,507.1
黑龙江,31,2016,0.24072140610415144,-1.4241150054338403,1.0,0.0,0.610886514582732,73.5712768217548,4.2982546889893705,23.1,5634.3,252.8,8.2575,145.5,8.2474,5197.8
黑龙江,31,2017,0.22597534477851317,-1.4873293795614078,1.0901260582613745,0.08629333933520952,0.619005589879376,72.2115997450606,4.279600694283066,24.1,5813.8,251.2,7.977,146.8,8.3218,5586.6
黑龙江,31,2018,0.28387177561420807,-1.2592326370913476,1.1329654760265169,0.12483851028992148,0.634595731890592,70.6819630337795,4.258190420605426,23.4,6084.7,245.6,7.7431,147.4,7.4182,5624.3
黑龙江,31,2019,0.3055986626443721,-1.185482597863051,1.3001126042070938,0.26245087933715633,0.646205837173579,69.1523263224984,4.236311699229619,23.5,6359.1,223.3,7.1831,137.4,6.4267,5930.0
黑龙江,31,2020,0.33229680301767317,-1.1017267244392401,1.4278825719421004,0.3561926280025694,0.656120798130505,67.365838113448,4.210138036508701,25.27,6775.1,224.2,7.0501,138.5,6.0749,6438.1
